y,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
2,40,1,0,0,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,40,1,0,0,3,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,40,1,0,0,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,0,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,0,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,9,2,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,7,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,26,0,2,3,2,2,2,2,7,3,4,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,51,10,0,5,3,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,55,3,0,0,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,57,9,1,5,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,50,4,0,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,1,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,1,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,9,2,5,2,1,2,2,7,3,3,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,57,5,1,3,2,1,2,2,7,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,34,9,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,48,9,1,5,2,1,2,2,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,28,0,2,6,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,1,0,2,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,50,4,0,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,0,2,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,0,2,3,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,0,1,6,3,1,1,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,7,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,7,0,3,2,3,3,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,48,9,0,2,2,2,2,2,7,3,5,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,1,0,2,2,2,2,1,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,1,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,37,9,1,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,2,6,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,55,7,0,3,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,9,0,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,49,0,1,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,23,1,2,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,33,1,2,1,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,7,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,42,1,0,1,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,40,1,1,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,40,1,1,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,0,1,6,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,56,0,0,0,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,0,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,1,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,1,0,2,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,32,9,0,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,1,1,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,0,1,3,2,2,2,2,7,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,35,0,2,6,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,0,1,6,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,49,1,0,2,2,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,7,2,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,49,1,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,7,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,35,0,2,6,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,9,0,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,1,1,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,9,2,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,38,3,0,3,2,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,0,1,6,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,1,0,1,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,38,3,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,9,2,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,0,0,3,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,23,1,2,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,8,2,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,1,0,0,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,0,2,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,8,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,8,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,0,2,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,0,2,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,0,2,3,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,5,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,59,4,0,6,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,1,2,0,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,42,1,0,0,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,1,0,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,10,0,6,3,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,0,0,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,37,9,0,6,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,41,1,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,6,0,6,2,1,2,2,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,28,0,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,38,7,1,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,26,9,0,5,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,9,0,5,2,2,2,2,7,3,3,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,7,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,26,9,0,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,9,0,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,0,1,6,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,4,0,3,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,4,0,3,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,9,2,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,4,2,6,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,4,0,3,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,0,1,6,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,36,0,1,6,3,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,43,1,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,42,0,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,9,2,5,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,8,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,51,0,0,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,58,7,0,3,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,9,2,5,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,38,1,2,1,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,2,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,1,0,0,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,9,2,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,2,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,9,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,9,2,5,2,1,2,2,7,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,9,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,9,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,0,2,3,2,1,2,2,7,3,4,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,0,2,3,2,1,2,1,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,8,1,1,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,51,1,0,0,3,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,1,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,0,1,6,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,57,4,0,0,3,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,0,3,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,1,0,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,2,6,2,2,2,2,7,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,45,4,0,6,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,10,0,0,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,42,1,0,2,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,1,0,1,3,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,51,0,0,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,51,0,0,5,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,9,0,3,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,1,1,0,3,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,1,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,1,1,0,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,0,0,6,3,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,1,1,0,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,40,9,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,9,0,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,26,0,0,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,28,0,2,3,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,9,0,5,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,1,2,0,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,1,2,1,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,6,0,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,1,0,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,41,0,0,7,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,1,2,2,2,2,2,2,7,3,3,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,0,5,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,7,2,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,0,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,6,0,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,1,0,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,40,5,1,0,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,1,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,39,1,0,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,34,7,2,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,1,2,0,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,38,9,2,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,0,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,2,2,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,0,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,6,0,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,9,0,5,2,2,2,2,7,3,9,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,6,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,1,2,0,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,9,0,1,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,6,0,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,6,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,1,2,0,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,6,0,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,6,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,27,9,2,6,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,7,1,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,24,7,0,3,2,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,41,1,2,0,2,1,2,2,7,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,45,1,1,3,3,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,24,0,2,3,2,1,2,2,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,45,1,1,3,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,0,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,1,0,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,1,0,3,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,28,0,2,3,2,2,2,2,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,9,2,6,2,1,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,2,2,6,2,2,2,2,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,0,2,2,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,2,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,49,3,0,5,2,1,2,1,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,11,2,5,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,1,2,2,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,33,0,2,3,2,1,2,1,7,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,22,9,2,2,2,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,0,0,6,3,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,1,2,2,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,0,0,6,3,1,1,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,54,1,0,3,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,48,9,0,2,2,2,2,2,7,3,3,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,54,1,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,49,4,1,6,2,2,2,2,7,3,5,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,23,9,2,5,2,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,26,1,0,2,3,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,0,2,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,31,0,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,0,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,48,9,1,5,2,1,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,0,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,55,4,0,6,2,1,2,2,7,3,7,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,31,0,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,0,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,0,6,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,0,6,2,3,3,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,31,0,0,3,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,1,0,0,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,1,2,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,1,2,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,26,0,0,3,2,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,1,2,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,26,6,2,5,2,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,1,2,2,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,28,0,2,6,2,1,2,1,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,46,1,2,2,3,1,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,25,0,2,3,2,1,2,2,7,3,2,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,30,6,0,6,2,2,2,2,7,3,6,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,25,0,2,3,2,1,2,2,7,3,4,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,42,1,0,2,2,1,2,2,7,3,5,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,0,0,6,2,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,1,0,0,3,2,2,2,7,3,17,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,32,11,2,5,2,2,2,1,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,22,1,2,2,2,1,2,1,7,3,7,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
1,40,1,0,0,3,2,2,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
2,29,9,0,6,2,2,1,2,7,3,1,999,0,0,1.4,93.91799999999999,-42.7,4.963,5228.1
